;BDP;CSP;CVP;EDU;EVP;FDP;FGA;GLP;GPS;LPS;Lega;MCR;EàG;SD;SP;SVP;Übrige;@blank;@invalid;@abstension
Boussens;23;;104;0;21;873;;511;953;;;;21;0;902;1454;86;0;1;389
La Chaux (Cossonay);3;;15;1;6;558;;138;447;;;;89;0;282;568;63;1;0;147
Chavannes-le-Veyron;3;;6;1;61;112;;63;240;;;;30;1;172;354;7;0;1;39
Chevilly;13;;22;1;9;542;;270;407;;;;52;1;334;344;45;0;0;106
Cossonay;74;;452;65;433;3745;;1436;3322;;;;746;2;4851;2875;588;11;21;1412
Cottens (VD);28;;88;1;40;662;;152;423;;;;47;19;587;628;37;1;2;170
Cuarnens;15;;12;0;25;701;;221;352;;;;30;2;545;698;47;0;1;183
Daillens;40;;19;0;25;1143;;325;1871;;;;120;0;615;1120;130;3;0;347
Dizy;0;;1;1;1;251;;198;300;;;;39;0;211;334;19;0;1;91
Eclépens;7;;183;7;115;1415;;428;902;;;;184;1;1182;1248;111;0;4;397
Ferreyres;0;;81;0;1;298;;162;741;;;;57;0;469;353;90;2;0;95
Gollion;17;;71;15;168;816;;533;1000;;;;117;2;760;1615;80;0;0;342
Grancy;3;;66;17;28;719;;258;493;;;;46;0;322;635;6;3;1;117
L'Isle;17;;22;3;116;1141;;282;1064;;;;125;1;1045;1277;95;4;4;430
Lussery-Villars;43;;58;1;12;286;;156;506;;;;101;1;438;635;78;3;1;180
Mauraz;0;;19;0;0;86;;8;115;;;;23;0;53;171;38;0;0;17
Mex (VD);6;;93;21;116;750;;383;478;;;;17;0;282;907;41;2;4;265
Moiry;4;;56;4;76;452;;107;515;;;;116;0;392;496;89;0;1;105
Mont-la-Ville;14;;16;2;61;409;;201;444;;;;50;5;673;775;103;1;0;172
Montricher;7;;115;21;74;1462;;431;1002;;;;204;0;998;1754;195;8;4;315
Orny;5;;20;0;20;368;;190;414;;;;88;0;248;568;105;0;0;144
Pampigny;17;;84;37;59;1025;;454;1489;;;;128;2;1274;1210;161;1;1;435
Penthalaz;71;;134;12;346;2867;;575;2082;;;;321;1;2765;2783;146;6;16;1217
Penthaz;51;;167;4;73;1369;;728;1377;;;;338;1;1886;1647;111;6;2;634
Pompaples;44;;40;157;59;588;;154;537;;;;236;1;687;698;23;3;0;308
La Sarraz;14;;139;14;291;2677;;876;2394;;;;397;4;2224;1645;329;2;8;882
Senarclens;5;;65;3;71;1010;;185;329;;;;74;0;285;674;28;1;0;174
Sévery;4;;50;0;0;388;;77;209;;;;34;0;128;260;25;2;0;102
Sullens;10;;86;21;36;1309;;699;773;;;;50;1;682;1320;122;2;1;408
Vufflens-la-Ville;11;;289;0;93;1770;;608;1730;;;;293;0;1346;1105;195;2;11;452
Assens;29;;415;4;42;1460;;584;628;;;;165;0;1105;1475;91;1;6;402
Bercher;40;;175;4;34;1763;;496;1095;;;;189;0;1133;1286;307;4;2;464
Bioley-Orjulaz;12;;186;7;23;963;;131;290;;;;82;1;207;811;32;2;1;169
Bottens;34;;333;4;90;1513;;624;895;;;;136;5;731;2057;230;2;4;492
Bretigny-sur-Morrens;26;;63;4;49;884;;440;959;;;;221;3;887;944;99;3;3;289
Cugy (VD);52;;234;15;215;3296;;1158;2542;;;;394;4;2944;2381;244;0;11;853
Echallens;74;;1068;68;364;5313;;3223;5180;;;;708;3;5253;4451;563;16;23;2088
Essertines-sur-Yverdon;59;;117;1;145;1255;;452;1021;;;;88;0;756;1303;208;2;3;382
Etagnières;39;;327;3;20;1049;;428;1050;;;;159;0;886;823;91;6;3;421
Fey;13;;85;24;95;828;;295;560;;;;118;0;572;862;33;5;6;293
Froideville;69;;284;54;62;2680;;1210;1740;;;;418;15;2273;4337;304;6;18;879
Morrens (VD);16;;52;27;108;1030;;621;1105;;;;224;0;1091;1335;137;3;14;393
Oulens-sous-Echallens;6;;96;2;34;1020;;387;540;;;;61;0;443;894;89;8;3;195
Pailly;13;;115;1;64;748;;293;329;;;;57;1;319;1023;68;1;0;207
Penthéréaz;47;;27;0;15;840;;388;388;;;;76;0;371;424;49;0;2;154
Poliez-Pittet;10;;422;3;25;983;;384;548;;;;104;0;601;1086;56;2;2;322
Rueyres;7;;26;0;42;557;;142;276;;;;24;2;198;610;52;0;0;74
Saint-Barthélemy (VD);21;;551;4;52;673;;293;477;;;;168;2;539;1261;58;3;2;345
Villars-le-Terroir;51;;564;23;50;1334;;521;1104;;;;118;2;662;1640;70;0;9;466
Vuarrens;38;;19;0;54;1076;;400;582;;;;32;3;566;1690;138;3;4;377
Montilliez;27;;340;8;74;2201;;789;1481;;;;245;3;1572;2683;339;5;6;671
Goumoëns;68;;130;23;79;1598;;735;787;;;;107;0;755;1731;169;2;1;394
Bonvillars;12;;54;21;10;839;;168;607;;;;77;0;433;928;52;0;0;186
Bullet;5;;16;36;81;850;;259;659;;;;65;3;788;1557;70;6;4;260
Champagne;45;;60;40;44;1127;;614;881;;;;100;2;579;1033;114;6;5;418
Concise;53;;112;45;105;1009;;575;961;;;;350;0;900;1125;175;2;3;361
Corcelles-près-Concise;24;;9;1;17;402;;233;476;;;;43;0;412;528;163;1;0;148
Fiez;8;;13;2;135;523;;301;604;;;;52;3;538;444;40;0;2;166
Fontaines-sur-Grandson;5;;7;0;0;129;;57;315;;;;19;0;159;292;24;0;3;88
Giez;5;;24;19;17;573;;183;516;;;;2;0;481;498;19;0;0;150
Grandevent;23;;1;21;11;190;;102;310;;;;3;0;316;368;41;2;1;89
Grandson;71;;142;6;184;4160;;1558;3369;;;;475;2;3179;2687;418;5;13;1281
Mauborget;6;;23;0;3;138;;83;177;;;;23;0;108;416;22;1;0;42
Mutrux;1;;4;0;1;117;;66;119;;;;7;0;205;353;31;1;2;66
Novalles;0;;0;0;19;116;;76;86;;;;0;0;111;246;78;0;0;31
Onnens (VD);24;;31;19;41;307;;410;636;;;;79;0;607;421;86;3;3;192
Provence;51;;6;1;4;200;;144;421;;;;40;2;539;814;37;0;2;168
Sainte-Croix;62;;234;159;379;3574;;1109;3913;;;;624;7;6411;7150;952;16;19;1881
Tévenon;48;;61;21;64;566;;310;1161;;;;209;2;1112;1391;96;1;2;329
Belmont-sur-Lausanne;82;;450;27;141;5270;;2107;4107;;;;662;28;3575;2083;394;5;35;1196
Cheseaux-sur-Lausanne;161;;544;52;309;4409;;1852;3527;;;;673;23;5151;2674;270;3;9;1597
Crissier;90;;675;93;233;5592;;2016;4003;;;;867;44;5702;4210;417;12;24;2182
Epalinges;77;;1386;115;564;12766;;3991;10519;;;;1201;25;10626;6180;1019;16;39;2758
Jouxtens-Mézery;31;;336;66;57;2858;;1078;1870;;;;227;0;1252;1127;138;2;5;430
Lausanne;992;;9892;914;3502;71621;;32897;129313;;;;42489;387;126468;44130;11803;114;420;39557
Le Mont-sur-Lausanne;98;;1165;136;734;10336;;4399;7594;;;;1091;29;6453;6177;798;15;41;2865
Paudex;25;;351;18;69;2603;;824;1121;;;;172;39;1264;799;122;0;6;480
Prilly;80;;1367;20;411;8066;;2294;8475;;;;2225;43;11114;5374;950;14;33;3733
Pully;197;;2427;118;491;28268;;9499;18449;;;;3012;138;18525;10986;1623;14;111;5329
Renens (VD);65;;1008;229;644;7425;;2564;9782;;;;5571;2;15337;7018;1126;13;79;5516
Romanel-sur-Lausanne;23;;376;98;111;3651;;975;2438;;;;418;2;3191;2723;244;8;20;1237
Chexbres;44;;145;21;75;3415;;1197;2391;;;;233;9;2749;1733;132;1;9;746
Forel (Lavaux);33;;205;20;119;3594;;817;1480;;;;305;4;1616;2668;249;3;12;733
Lutry;86;;1225;71;388;18940;;6855;10144;;;;1355;24;9069;7486;815;11;105;3258
Puidoux;74;;232;7;137;3314;;1365;2556;;;;367;1;2348;2478;358;5;9;849
Rivaz;13;;73;7;40;808;;342;366;;;;40;0;372;336;154;0;2;104
Saint-Saphorin (Lavaux);15;;111;2;60;573;;252;465;;;;119;0;419;286;49;1;4;101
Savigny;14;;427;43;88;6417;;1405;3903;;;;461;23;2923;2835;490;6;8;1051
Bourg-en-Lavaux;48;;780;6;203;10163;;3298;7177;;;;1055;47;5914;4350;650;12;25;1595
Aclens;5;;10;19;9;640;;258;440;;;;116;1;584;600;41;0;1;171
Bremblens;6;;23;0;6;885;;325;527;;;;100;0;280;753;29;5;10;195
Buchillon;23;;67;31;95;1717;;421;608;;;;75;0;518;645;147;2;8;185
Bussigny;87;;671;144;662;6460;;2810;6103;;;;1473;3;7850;5245;566;11;22;2760
Bussy-Chardonney;2;;87;0;42;972;;185;735;;;;51;0;418;339;66;1;0;112
Chavannes-près-Renens;17;;496;2;278;2130;;997;3875;;;;1605;3;5303;2553;452;7;32;1994
Chigny;2;;65;3;21;635;;179;293;;;;5;0;241;275;34;1;2;105
Clarmont;1;;0;0;0;120;;119;217;;;;10;0;182;122;41;0;1;73
Denens;23;;40;38;42;1422;;525;937;;;;30;0;889;883;17;1;2;240
Denges;32;;134;49;101;1594;;1015;1758;;;;278;3;1364;1184;181;3;2;485
Echandens;96;;329;99;208;4132;;1149;2277;;;;234;2;2551;2211;301;7;12;835
Echichens;77;;350;23;268;4064;;2223;3188;;;;468;1;2691;3585;259;7;29;997
Ecublens (VD);71;;1216;56;356;7851;;2624;6567;;;;1379;47;9768;5812;570;15;22;3688
Etoy;70;;303;33;190;3408;;1570;2592;;;;301;4;2611;1737;175;8;8;812
Lavigny;16;;82;24;257;1508;;554;753;;;;112;5;620;772;78;0;3;279
Lonay;32;;373;42;186;3856;;1293;2684;;;;311;3;2422;2377;356;0;29;888
Lully (VD);5;;152;0;68;1366;;624;915;;;;130;0;783;474;143;1;5;273
Lussy-sur-Morges;4;;117;8;31;1191;;410;714;;;;175;0;693;546;99;2;5;209
Morges;128;;1507;251;573;16405;;6173;14136;;;;2121;52;16181;9055;1466;19;41;4724
Préverenges;25;;423;53;258;5644;;2596;4059;;;;548;4;5133;3260;576;8;16;1651
Reverolle;5;;92;0;3;599;;166;673;;;;35;2;258;439;93;0;2;132
Romanel-sur-Morges;8;;43;1;45;1140;;348;429;;;;10;1;347;584;48;2;3;162
Saint-Prex;145;;560;70;296;6136;;2444;4246;;;;554;3;4088;3638;375;8;16;1632
Saint-Sulpice (VD);33;;554;21;123;6397;;2107;3883;;;;514;4;3112;2651;216;8;7;974
Tolochenaz;51;;110;48;76;2015;;1072;1560;;;;320;1;1695;1397;344;9;38;557
Vaux-sur-Morges;5;;16;0;4;344;;360;208;;;;22;0;191;349;15;2;2;39
Villars-Sainte-Croix;8;;16;2;0;1038;;267;614;;;;247;1;817;1290;83;8;7;322
Villars-sous-Yens;10;;144;65;49;606;;402;757;;;;114;2;523;868;76;1;3;207
Vufflens-le-Château;9;;101;19;25;2017;;694;862;;;;89;1;867;783;89;1;12;255
Vullierens;16;;29;1;46;723;;345;439;;;;14;1;573;813;74;2;2;165
Yens;12;;161;28;99;2564;;931;1473;;;;121;0;1130;1418;132;0;3;413
Boulens;19;;28;0;64;469;;172;574;;;;102;0;263;455;24;2;5;141
Bussy-sur-Moudon;8;;21;0;4;257;;71;256;;;;9;0;225;381;9;2;0;87
Chavannes-sur-Moudon;2;;21;0;20;460;;38;161;;;;2;0;141;684;33;0;1;72
Curtilles;3;;3;0;0;452;;40;492;;;;51;0;287;514;123;0;0;119
Dompierre (VD);35;;22;0;59;401;;47;299;;;;79;0;91;685;24;1;0;83
Hermenches;14;;48;2;24;662;;119;295;;;;19;2;276;741;12;0;1;130
Lovatens;29;;4;0;6;172;;47;203;;;;19;0;118;262;44;2;0;61
Lucens;66;;224;84;164;3204;;900;2449;;;;541;24;2991;4033;378;10;9;1259
Moudon;60;;171;45;185;5006;;1395;3612;;;;786;1;4863;3851;404;9;18;1399
Ogens;0;;21;19;33;309;;65;395;;;;47;0;177;446;12;0;1;111
Prévonloup;0;;7;0;0;213;;46;154;;;;0;0;267;304;6;0;0;81
Rossenges;0;;0;1;4;272;;63;79;;;;0;0;1;55;0;0;0;21
Syens;4;;44;1;1;208;;29;148;;;;7;1;120;249;61;0;1;48
Villars-le-Comte;9;;22;1;29;212;;39;89;;;;6;1;162;287;6;0;0;53
Vucherens;8;;102;0;26;813;;214;656;;;;96;0;585;751;121;3;6;185
Montanaire;142;;251;73;308;4485;;934;2343;;;;448;2;1905;4268;274;0;8;983
Arnex-sur-Nyon;12;;93;1;25;356;;182;180;;;;22;0;80;187;37;0;1;74
Arzier-Le Muids;102;;640;81;199;2715;;1907;2313;;;;362;4;1422;3188;200;6;9;831
Bassins;70;;209;9;111;1247;;941;1430;;;;103;0;1232;1615;140;1;2;437
Begnins;7;;161;19;11;2038;;925;1742;;;;138;22;1686;1633;159;2;5;636
Bogis-Bossey;5;;140;39;50;898;;430;627;;;;56;0;398;578;16;1;1;279
Borex;8;;247;3;48;1452;;870;587;;;;49;2;744;1140;90;1;1;341
Chavannes-de-Bogis;23;;347;2;26;1234;;431;647;;;;177;1;890;1236;138;1;4;508
Chavannes-des-Bois;6;;149;2;7;953;;465;688;;;;15;0;594;517;64;0;0;255
Chéserex;7;;128;25;77;1840;;1065;955;;;;168;1;1042;1375;26;2;3;428
Coinsins;1;;18;2;10;745;;320;445;;;;23;0;344;522;99;0;3;177
Commugny;65;;594;20;236;3612;;1852;1877;;;;182;0;1277;2428;101;3;8;748
Coppet;37;;430;28;70;3728;;1960;1845;;;;147;2;1864;2310;268;4;22;823
Crans-près-Céligny;9;;417;21;36;3724;;1287;1379;;;;121;40;1121;1821;324;1;15;659
Crassier;32;;220;120;77;1563;;751;940;;;;70;0;761;826;134;3;6;484
Duillier;45;;170;3;20;1418;;541;859;;;;76;2;674;1016;124;4;6;385
Eysins;48;;241;5;111;1550;;653;1284;;;;210;6;890;1094;144;1;2;548
Founex;25;;759;21;35;4471;;1662;1985;;;;150;0;1474;2698;144;7;10;942
Genolier;12;;335;23;169;3745;;1115;1547;;;;60;0;1213;1832;147;2;5;523
Gingins;3;;231;19;8;1825;;692;1024;;;;31;0;1048;1215;220;0;9;374
Givrins;8;;89;0;45;1510;;635;1170;;;;89;0;775;835;50;1;8;292
Gland;83;;2011;79;1133;10266;;4950;8108;;;;879;28;8600;8246;1098;10;35;4242
Grens;6;;91;28;68;537;;45;523;;;;137;0;319;407;39;1;0;124
Mies;29;;412;7;126;2240;;945;1038;;;;131;1;959;1469;87;4;10;575
Nyon;335;;1919;150;1008;16089;;8065;15596;;;;2720;16;17097;10274;1682;25;8;6362
Prangins;52;;826;78;184;4486;;2484;3195;;;;365;33;3666;2867;239;0;3;1279
La Rippe;45;;124;6;64;1615;;767;1053;;;;145;3;513;893;163;4;9;374
Saint-Cergue;2;;551;23;279;1444;;912;1544;;;;179;1;1319;2009;440;6;5;952
Signy-Avenex;1;;86;39;33;870;;341;378;;;;7;0;404;625;25;2;2;190
Tannay;20;;336;3;4;2187;;821;1230;;;;142;38;954;1098;84;5;2;404
Trélex;63;;298;4;173;2100;;1098;1492;;;;124;1;1170;1683;170;4;9;412
Le Vaud;52;;284;103;115;1385;;907;1335;;;;169;38;1034;1162;278;7;4;451
Vich;7;;169;2;26;759;;485;583;;;;93;12;684;537;144;0;11;365
L'Abergement;2;;11;0;44;236;;65;361;;;;61;0;386;573;26;0;0;83
Agiez;8;;19;19;1;448;;93;258;;;;108;2;222;532;123;2;0;115
Arnex-sur-Orbe;28;;67;2;25;1138;;232;685;;;;272;2;732;807;11;2;0;214
Ballaigues;19;;140;57;113;1053;;336;788;;;;140;4;1131;1601;128;3;5;397
Baulmes;23;;50;41;61;655;;270;1573;;;;253;0;1134;1785;192;1;1;394
Bavois;31;;72;3;63;850;;330;814;;;;227;4;1010;1366;88;1;2;369
Bofflens;23;;26;4;0;263;;118;213;;;;71;1;246;428;8;0;0;77
Bretonnières;14;;15;0;140;275;;70;451;;;;38;1;218;516;60;0;0;87
Chavornay;76;;312;94;643;5521;;1190;3493;;;;762;13;3231;3984;563;6;13;1876
Les Clées;4;;3;29;29;287;;134;240;;;;7;1;279;363;8;0;3;55
Croy;15;;12;4;107;323;;125;543;;;;259;8;472;410;129;2;0;164
Juriens;7;;39;2;27;577;;108;307;;;;40;2;178;620;18;2;5;137
Lignerolle;18;;23;8;182;565;;116;319;;;;35;0;434;683;42;0;2;145
Montcherand;12;;30;20;45;645;;242;432;;;;16;0;301;765;38;0;4;192
Orbe;51;;503;125;282;4961;;1684;4830;;;;597;123;5791;4808;510;11;14;2436
La Praz;1;;5;0;0;109;;91;234;;;;7;0;213;389;2;0;0;65
Premier;19;;6;0;20;303;;70;357;;;;88;1;245;368;59;0;1;71
Rances;29;;13;2;30;1041;;157;467;;;;90;0;739;788;33;0;0;154
Romainmôtier-Envy;1;;17;1;42;336;;304;1094;;;;369;0;694;630;148;2;1;173
Sergey;1;;0;0;20;160;;48;179;;;;0;0;99;323;2;0;0;52
Valeyres-sous-Rances;35;;47;0;23;855;;362;509;;;;76;0;449;896;58;2;1;198
Vallorbe;37;;190;115;187;3888;;422;1472;;;;322;5;3288;3496;441;7;13;1331
Vaulion;9;;13;2;62;820;;86;320;;;;108;1;383;771;101;2;1;203
Vuiteboeuf;26;;36;4;130;580;;112;529;;;;78;3;456;667;72;5;0;235
Corcelles-le-Jorat;6;;14;19;5;1499;;235;488;;;;114;0;243;619;96;0;1;122
Essertes;7;;16;1;13;576;;144;428;;;;58;4;445;567;33;3;3;122
Maracon;45;;28;8;102;441;;289;738;;;;156;19;519;757;143;1;4;170
Montpreveyres;6;;115;0;151;555;;178;690;;;;174;1;609;459;109;4;1;223
Ropraz;2;;23;0;1;771;;207;357;;;;41;0;174;611;102;0;4;172
Servion;48;;235;24;192;2691;;893;2340;;;;276;3;2070;1870;215;4;2;714
Vulliens;18;;48;1;60;908;;243;595;;;;100;0;462;986;181;0;3;199
Jorat-Menthue;32;;147;22;66;2252;;532;1677;;;;231;3;1334;2291;195;1;4;571
Oron;76;;523;314;508;5041;;1622;4881;;;;1006;25;5092;6392;685;0;35;1968
Jorat-Mézières;85;;262;63;148;3740;;947;2724;;;;540;7;3224;3162;328;12;8;1024
Champtauroz;1;;20;0;57;133;;23;119;;;;30;0;252;180;2;0;0;47
Chevroux;4;;44;15;51;559;;144;437;;;;12;0;563;849;61;1;0;218
Corcelles-près-Payerne;48;;201;6;172;3896;;302;1222;;;;243;1;2250;2922;160;0;4;861
Grandcour;31;;48;93;99;1495;;381;635;;;;45;0;713;1322;54;2;3;352
Henniez;0;;42;0;0;320;;54;137;;;;32;0;183;363;143;2;0;136
Missy;18;;15;3;6;561;;246;377;;;;135;1;350;554;19;0;4;119
Payerne;153;;545;82;391;9940;;1376;3783;;;;550;25;6422;6964;720;10;17;3136
Trey;29;;2;1;3;556;;30;280;;;;10;0;193;295;7;0;1;113
Treytorrens (Payerne);0;;0;0;0;217;;40;80;;;;4;0;54;365;0;0;0;39
Villarzel;16;;36;0;10;565;;71;381;;;;91;0;367;770;49;0;3;178
Valbroye;95;;345;31;268;4040;;988;1922;;;;310;1;2396;4612;295;7;14;1154
Château-d'Oex;71;;134;47;358;5162;;992;1522;;;;140;5;2031;4009;496;3;4;1251
Rossinière;6;;55;19;75;888;;151;249;;;;45;4;278;765;52;1;0;232
Rougemont;24;;32;1;32;994;;126;222;;;;36;0;355;1386;55;2;4;277
Allaman;3;;13;0;1;414;;229;421;;;;35;0;303;470;52;1;0;151
Bursinel;3;;125;0;80;584;;350;211;;;;3;0;203;537;38;0;0;160
Bursins;9;;122;1;48;1005;;419;638;;;;36;0;876;924;49;1;1;260
Burtigny;3;;31;7;161;457;;112;255;;;;32;1;102;621;73;0;2;128
Dully;4;;101;12;52;1207;;354;299;;;;41;0;331;592;48;4;4;159
Essertines-sur-Rolle;6;;96;52;123;1081;;436;649;;;;4;20;447;670;112;2;0;215
Gilly;85;;184;5;54;1467;;783;1168;;;;76;2;706;1837;86;2;13;403
Luins;44;;101;1;88;577;;197;294;;;;48;0;262;886;43;0;0;195
Mont-sur-Rolle;13;;167;4;51;3468;;1173;2030;;;;121;0;1980;2345;188;5;6;810
Perroy;34;;246;39;94;2033;;732;1050;;;;203;0;1105;1757;63;5;1;418
Rolle;32;;494;49;257;6029;;2470;3396;;;;697;27;4914;3119;632;5;9;1564
Tartegnin;4;;26;0;20;517;;49;144;;;;30;0;240;292;20;0;1;62
Vinzel;3;;74;8;32;447;;114;377;;;;77;0;376;352;53;4;0;127
L'Abbaye;9;;140;102;576;2417;;343;1106;;;;172;0;1837;1625;165;3;5;552
Le Chenit;82;;377;137;711;5143;;933;2607;;;;525;25;5451;4444;368;6;17;1632
Le Lieu;18;;66;61;257;1422;;172;895;;;;227;4;1447;885;100;0;10;293
Blonay;170;;750;76;368;9905;;3781;5648;;;;820;20;5725;4500;647;11;39;2053
Chardonne;53;;385;33;176;4904;;1814;3645;;;;479;2;2947;2295;431;4;9;980
Corseaux;9;;315;35;214;5043;;1204;2223;;;;215;15;2098;1960;274;3;16;684
Corsier-sur-Vevey;58;;316;59;279;2912;;964;3378;;;;511;1;2868;2691;230;9;27;1112
Jongny;71;;239;47;151;2451;;906;1881;;;;179;4;1352;1462;173;4;3;460
Montreux;236;;2142;231;490;25230;;5860;15940;;;;3051;72;17346;12722;2032;28;61;7452
Saint-Légier-La Chiésaz;98;;907;79;453;8246;;2995;5261;;;;679;21;5082;4328;411;13;41;1575
La Tour-de-Peilz;393;;1938;178;568;14008;;4440;10390;;;;2143;33;12189;7460;1334;21;46;3827
Vevey;207;;1937;79;596;10929;;5129;16427;;;;6752;14;15033;7193;2227;19;55;5720
Veytaux;1;;139;4;53;1244;;318;617;;;;169;19;515;404;67;1;2;320
Belmont-sur-Yverdon;12;;41;4;66;485;;69;272;;;;87;1;296;695;44;0;0;137
Bioley-Magnoux;3;;30;0;6;300;;132;283;;;;1;0;168;938;45;0;0;79
Chamblon;20;;83;2;20;842;;163;707;;;;80;0;798;682;70;1;0;212
Champvent;22;;48;10;100;760;;181;722;;;;118;1;504;951;41;4;3;241
Chavannes-le-Chêne;25;;6;0;0;319;;113;246;;;;20;2;140;584;62;2;3;138
Chêne-Pâquier;8;;10;2;21;312;;20;256;;;;38;0;113;211;17;0;0;47
Cheseaux-Noréaz;13;;117;42;4;1334;;472;918;;;;88;1;772;1050;117;1;3;224
Cronay;16;;22;69;95;478;;112;457;;;;36;0;609;674;92;0;2;134
Cuarny;6;;3;52;31;234;;103;165;;;;58;0;25;684;83;0;1;95
Démoret;30;;5;1;35;370;;69;292;;;;22;2;78;303;85;0;2;42
Donneloye;49;;50;0;92;1045;;270;887;;;;31;0;692;1304;88;0;2;337
Ependes (VD);5;;4;0;22;496;;83;317;;;;61;23;384;458;18;0;3;135
Mathod;30;;24;7;119;769;;176;854;;;;75;5;469;905;68;0;4;229
Molondin;6;;43;4;47;335;;86;208;;;;0;0;132;554;50;2;1;82
Montagny-près-Yverdon;55;;90;121;76;638;;231;884;;;;148;1;875;742;105;8;5;284
Oppens;2;;7;0;0;245;;133;223;;;;8;0;131;307;24;0;0;60
Orges;3;;28;0;45;277;;141;215;;;;93;0;205;571;7;0;1;129
Orzens;0;;2;0;100;202;;97;324;;;;11;0;136;695;23;0;2;62
Pomy;278;;65;11;12;909;;370;1110;;;;102;0;496;1366;116;3;2;277
Rovray;8;;2;34;4;314;;22;133;;;;49;8;183;587;51;0;1;44
Suchy;23;;71;0;91;790;;163;523;;;;111;0;563;930;97;3;0;215
Suscévaz;1;;0;0;58;272;;57;215;;;;19;0;232;395;2;2;0;87
Treycovagnes;7;;13;4;24;374;;196;622;;;;110;2;551;416;89;3;1;192
Ursins;4;;4;2;17;210;;130;114;;;;38;0;67;562;19;2;0;90
Valeyres-sous-Montagny;23;;21;44;101;696;;215;749;;;;174;2;734;863;110;1;9;271
Valeyres-sous-Ursins;14;;17;65;82;228;;140;369;;;;52;0;277;596;54;1;1;81
Villars-Epeney;19;;2;0;114;43;;144;73;;;;21;0;75;228;1;0;3;28
Vugelles-La Mothe;1;;4;0;0;77;;78;139;;;;9;0;81;251;6;0;0;55
Yverdon-les-Bains;507;;1293;773;2226;18297;;5825;26609;;;;4119;86;26479;17246;2640;38;72;9475
Yvonand;49;;209;104;363;2869;;690;2953;;;;348;9;4384;4663;275;5;8;1404
Brig-Glis;;43;17636;;;1535;;729;2690;;;;;;3971;13000;34;12;110;4069
Eggerberg;;0;776;;;12;;8;48;;;;;;117;468;0;0;4;96
Naters;;40;15044;;;548;;507;1798;;;;;;2947;14405;25;15;74;2675
Ried-Brig;;5;4521;;;134;;88;434;;;;;;545;1751;3;2;8;565
Simplon;;0;852;;;18;;50;21;;;;;;85;360;0;2;4;78
Termen;;0;2290;;;110;;55;151;;;;;;249;721;0;2;1;266
Zwischbergen;;0;89;;;4;;0;3;;;;;;3;140;0;0;0;22
Ardon;;53;1968;;;1143;;45;670;;;;;;1192;1546;135;14;19;897
Chamoson;;84;3040;;;1918;;39;1336;;;;;;1642;2269;240;17;35;1183
Conthey;;230;5379;;;4841;;118;2788;;;;;;3662;3719;497;30;80;2670
Nendaz;;155;7434;;;4678;;63;1789;;;;;;3608;2042;735;28;49;2026
Vétroz;;151;4067;;;3332;;56;1497;;;;;;2330;2382;386;28;55;1845
Bagnes;;330;5836;;;3546;;194;1724;;;;;;1724;2177;187;11;34;2535
Bourg-Saint-Pierre;;4;271;;;324;;0;34;;;;;;58;107;8;4;1;42
Liddes;;33;1330;;;456;;4;116;;;;;;212;251;13;11;6;217
Orsières;;178;4404;;;2418;;47;686;;;;;;864;1204;168;21;24;837
Sembrancher;;27;958;;;588;;65;236;;;;;;260;584;23;4;7;331
Vollèges;;90;2110;;;809;;18;863;;;;;;833;540;61;8;9;639
Bellwald;;3;535;;;32;;20;43;;;;;;109;276;0;1;1;144
Binn;;0;299;;;2;;0;24;;;;;;14;70;0;0;0;51
Ernen;;2;1000;;;9;;44;243;;;;;;156;456;0;1;2;161
Fiesch;;1;1491;;;89;;44;245;;;;;;130;838;13;0;4;325
Fieschertal;;0;565;;;4;;24;40;;;;;;51;427;0;0;3;88
Lax;;2;595;;;12;;32;64;;;;;;40;367;0;2;1;74
Obergoms;;2;1427;;;34;;36;70;;;;;;119;846;0;0;1;184
Goms;;5;2672;;;52;;73;304;;;;;;300;1002;8;0;8;368
Ayent;;177;3306;;;2015;;76;1942;;;;;;3880;2038;357;12;38;1109
Evolène;;29;3475;;;1383;;25;508;;;;;;613;844;132;6;10;381
Hérémence;;30;2510;;;555;;5;450;;;;;;686;1411;105;7;12;413
Saint-Martin (VS);;6;1624;;;435;;5;301;;;;;;432;560;140;3;5;222
Vex;;50;1918;;;1103;;67;521;;;;;;1016;935;166;6;25;535
Mont-Noble;;18;776;;;625;;36;684;;;;;;913;704;131;0;14;354
Agarn;;4;2002;;;29;;4;114;;;;;;233;636;16;4;4;175
Albinen;;3;432;;;3;;8;82;;;;;;76;227;0;0;0;93
Ergisch;;0;501;;;17;;3;37;;;;;;18;461;0;1;1;23
Inden;;0;144;;;2;;0;55;;;;;;9;56;0;0;0;36
Leuk;;52;8411;;;181;;98;767;;;;;;1970;3088;6;22;35;924
Leukerbad;;1;1921;;;82;;45;246;;;;;;157;806;1;0;15;348
Oberems;;2;185;;;10;;10;30;;;;;;49;131;0;2;0;53
Salgesch;;30;3495;;;231;;9;289;;;;;;415;1392;12;15;14;318
Varen;;4;1456;;;34;;3;120;;;;;;163;573;12;1;4;207
Guttet-Feschel;;1;1078;;;10;;2;36;;;;;;111;370;0;1;3;122
Gampel-Bratsch;;10;5136;;;116;;37;315;;;;;;366;2199;13;7;28;394
Turtmann-Unterems;;7;2393;;;82;;9;169;;;;;;356;1516;2;3;9;227
Bovernier;;22;1134;;;478;;32;204;;;;;;388;252;28;7;3;276
