RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Liberale Staatspartij (LSP);Vrijzinnig-Democratische Bond (VDB);SGP;Middenpartij voor Stad en Land;CPN (De Visser);HGSP;Plattelandersbond;CPN (Wijnkoop);Rooms-Katholieke Volkspartij (RKVP);Revolutionair-Socialistische Partij;Federatief Verband;Christelijk-Democratische Unie;Democratische Partij;Kleine Winkeliers en Middenstanders;Nationale Boerenbond;Verbond van Nationalisten;Roomsch-Katholieke Boerenpartij (RKBP);Sociaal-Democratische Volkspartij;Algemene Welvaartspartij;Christelijke Arbeiderspartij;Lijst Van Nunen;Hoofd- en handarbeiders;Sociaal-Economische Volkspartij;Invalidenpartij;Lijst Verwey;Volkspartij;Anti-stemdwangpartij;Algemeen Belang;Neutrale Volkspartij;Lijst Siedenburg;Vrije Christelijke Partij;Internationale Volkspartij;@abs
Spijkenisse-G0612;;;3.0;233.0;198.0;251.0;173.0;24.0;44.0;1.0;2.0;7.0;48.0;4.0;2.0;5.0;8.0;;;;5.0;;;;;;;;;;;;;;;;;;115.0
Sprang-G1187;;;103.0;228.0;636.0;490.0;62.0;85.0;319.0;;7.0;42.0;151.0;6.0;3.0;12.0;7.0;;27.0;2.0;4.0;3.0;;;;;1.0;;;;;;;;;;;;363.0
Stad aan 't Haringvliet-G1188;7.0;17.0;3.0;20.0;184.0;27.0;103.0;6.0;136.0;;;1.0;15.0;1.0;1.0;2.0;3.0;;3.0;;;1.0;;;;;;;;;;;;;;;;;88.0
Stad Delden-G0179;15.0;16.0;729.0;187.0;39.0;113.0;71.0;116.0;;10.0;1.0;3.0;8.0;2.0;5.0;7.0;3.0;6.0;;;5.0;;;;;;;;;;;;;;;;;;39.0
Stad Hardenberg-G1191;11.0;10.0;8.0;156.0;455.0;210.0;118.0;111.0;5.0;;;13.0;3.0;2.0;;5.0;3.0;2.0;1.0;;2.0;4.0;;;;;;;;;;;;;;;;;76.0
Stad Vollenhove-G1193;6.0;15.0;118.0;112.0;106.0;232.0;93.0;6.0;2.0;2.0;;;;;5.0;4.0;4.0;;1.0;;3.0;1.0;;;;;;;;;;;;;;;;;
Standdaarbuiten-G0850;;;777.0;;4.0;30.0;6.0;;1.0;3.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;79.0
Staphorst-G0180;;;16.0;174.0;1771.0;275.0;167.0;151.0;398.0;12.0;25.0;5.0;130.0;11.0;4.0;11.0;2.0;15.0;4.0;;16.0;1.0;;;;;;;;;;;;;;;;;
Stavenisse-G0714;;;1.0;19.0;41.0;105.0;33.0;22.0;328.0;1.0;;2.0;27.0;3.0;2.0;;;;1.0;;;;;;;;;;;;;;;;;;;;401.0
Staveren-G1257;6.0;;4.0;100.0;122.0;172.0;13.0;47.0;4.0;1.0;;6.0;3.0;1.0;;;;2.0;;;;;;;;;;;;;;;;;;;;;31.0
Stedum-G0041;17.0;;;230.0;470.0;273.0;55.0;57.0;2.0;9.0;1.0;4.0;16.0;3.0;;1.0;3.0;;1.0;;1.0;;;;;;;;;;;;;;;;;;53.0
Steenbergen-G1376;;;3512.0;159.0;21.0;120.0;56.0;47.0;25.0;46.0;3.0;1.0;19.0;6.0;35.0;12.0;4.0;3.0;4.0;;2.0;1.0;6.0;;;;3.0;;;;;;;;;;;;463.0
Steenderen-G0280;28.0;;719.0;163.0;294.0;260.0;230.0;18.0;6.0;8.0;;1.0;9.0;8.0;1.0;;2.0;3.0;3.0;2.0;2.0;;;;;;;;;;1.0;;;;;;;;131.0
Steenwijk-G0181;;;141.0;1004.0;496.0;761.0;293.0;222.0;6.0;16.0;15.0;188.0;27.0;3.0;21.0;18.0;11.0;23.0;6.0;;12.0;10.0;;;;;;;;;;;;;;;;;344.0
Steenwijkerwold-G0182;;;481.0;652.0;324.0;730.0;186.0;176.0;15.0;11.0;11.0;175.0;39.0;9.0;41.0;19.0;16.0;9.0;4.0;;17.0;11.0;;;;;;;;;;;;;;;;;373.0
Stein-G0971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stellendam-G1195;;;1.0;60.0;217.0;108.0;124.0;7.0;142.0;3.0;3.0;2.0;9.0;4.0;3.0;2.0;5.0;;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;189.0
Stevensweert-G0972;3.0;5.0;412.0;5.0;1.0;3.0;;5.0;;3.0;;;;2.0;;1.0;;;;;;;48.0;;;;;;;;;;;;;;;;33.0
Stiphout-G1196;6.0;3.0;399.0;3.0;;4.0;;1.0;;7.0;;2.0;;;;;;;;;1.0;;2.0;;;;;;;;;;;;;;;;8.0
Stolwijk-G0615;43.0;61.0;6.0;158.0;159.0;44.0;302.0;116.0;182.0;18.0;4.0;9.0;105.0;8.0;3.0;5.0;13.0;2.0;4.0;2.0;2.0;3.0;;;;;;;3.0;;;;;;;;;;113.0
Stompwijk-G1197;36.0;20.0;1313.0;229.0;96.0;194.0;49.0;44.0;12.0;15.0;5.0;60.0;15.0;;9.0;10.0;14.0;4.0;2.0;;;1.0;;;;;;;1.0;;;;;;;;;;110.0
Stoppeldijk-G1198;33.0;;577.0;7.0;7.0;4.0;10.0;3.0;2.0;24.0;;1.0;4.0;2.0;11.0;5.0;;;;;2.0;;;;;;;;;;;;;;;;;;
Stoutenburg-G0343;23.0;;370.0;7.0;43.0;80.0;1.0;;18.0;6.0;;;1.0;1.0;4.0;;;;;;2.0;;;;;;;;;;;;;;;;;;36.0
Stramproy-G0973;;;683.0;4.0;1.0;3.0;;2.0;;2.0;;;;;1.0;1.0;;;;;;;1.0;;;;;;;;;;;;;;;;30.0
Streefkerk-G0616;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Strijen-G0617;70.0;;5.0;446.0;416.0;448.0;517.0;112.0;122.0;6.0;2.0;7.0;70.0;1.0;2.0;3.0;12.0;;1.0;3.0;7.0;6.0;;;;;;;;;;;;;;;;;183.0
Susteren-G0974;43.0;23.0;1397.0;117.0;2.0;5.0;;5.0;1.0;6.0;1.0;;3.0;4.0;7.0;11.0;;1.0;;;;;58.0;5.0;;;;;;;;;;;;;;;134.0
Swalmen-G0975;;;1559.0;34.0;3.0;7.0;2.0;3.0;3.0;15.0;5.0;;4.0;3.0;3.0;5.0;;;;;;;30.0;1.0;;;;;;;;;;;;;;;170.0
't Zandt-G0054;24.0;;4.0;473.0;459.0;221.0;148.0;187.0;6.0;1.0;13.0;6.0;42.0;5.0;;6.0;6.0;5.0;2.0;;2.0;2.0;;;;;;;;;;;;;;;;;91.0
Tegelen-G0976;;;3007.0;141.0;3.0;3.0;;4.0;2.0;20.0;;;2.0;10.0;14.0;23.0;;1.0;2.0;;2.0;;21.0;4.0;;;;;;;;;;;;;;;182.0
Ten Boer-G0009;46.0;;4.0;807.0;934.0;111.0;251.0;166.0;4.0;1.0;6.0;9.0;152.0;4.0;1.0;7.0;8.0;8.0;5.0;;3.0;2.0;;;;;;;;;;;;;;;;;190.0
Ter Aar-G0480;25.0;;824.0;17.0;184.0;308.0;56.0;6.0;62.0;2.0;;1.0;13.0;1.0;;2.0;;1.0;;;1.0;;;;;;;;1.0;;;;;;;;;;101.0
Terheijden-G0853;;;1687.0;33.0;8.0;28.0;7.0;;;13.0;1.0;;3.0;1.0;3.0;3.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;98.0
Termunten-G0042;50.0;;1.0;728.0;359.0;121.0;112.0;113.0;8.0;4.0;64.0;;37.0;10.0;3.0;6.0;4.0;5.0;7.0;;10.0;7.0;;;;;;;;;;;;;;;;;171.0
Terneuzen-G0715;82.0;109.0;715.0;829.0;617.0;773.0;689.0;148.0;409.0;54.0;44.0;46.0;21.0;13.0;17.0;23.0;30.0;8.0;12.0;;16.0;;;;;;;;;;;;;;;;;;
Terschelling-G0093;;;3.0;635.0;121.0;373.0;57.0;301.0;2.0;;;3.0;98.0;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;450.0
Teteringen-G0854;;;996.0;48.0;10.0;15.0;7.0;8.0;2.0;6.0;;1.0;;;2.0;;3.0;;2.0;;;;;;;;1.0;;;;;;;;;;;;77.0
Texel-G0448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tholen-G0716;;;102.0;110.0;133.0;338.0;136.0;74.0;340.0;5.0;2.0;17.0;33.0;;1.0;4.0;3.0;5.0;1.0;;4.0;;;;;;;;;;;;;;;;;;312.0
Thorn-G0977;;;644.0;4.0;1.0;;;;;1.0;3.0;;;;1.0;1.0;;;;;;;17.0;1.0;;;;;;;;;;;;;;;56.0
Tiel-G0281;236.0;;1408.0;1949.0;222.0;367.0;980.0;357.0;44.0;39.0;13.0;32.0;45.0;17.0;21.0;11.0;27.0;22.0;47.0;1.0;9.0;11.0;;;;;;;;;36.0;;;;;;;;750.0
Tienhoven (Ut)-G1202;9.0;;9.0;11.0;131.0;61.0;;3.0;6.0;1.0;4.0;;5.0;;;;;15.0;;;;;;;;2.0;;;;;;;;;;;;;37.0
Tienhoven (ZH)-G0618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tietjerksteradeel-G0094;207.0;;17.0;1926.0;2486.0;1813.0;578.0;568.0;69.0;7.0;20.0;47.0;172.0;18.0;;21.0;;58.0;30.0;;17.0;;;;;;;;;;;;;;;;;;647.0
Tilburg-G0855;;;21683.0;2812.0;146.0;135.0;172.0;262.0;36.0;200.0;43.0;15.0;25.0;49.0;5153.0;159.0;72.0;22.0;43.0;58.0;13.0;15.0;37.0;;;;937.0;;;;;;;;;;;;2816.0
Tubbergen-G0183;;;3398.0;75.0;27.0;205.0;8.0;17.0;3.0;28.0;1.0;4.0;7.0;2.0;26.0;4.0;4.0;7.0;;;8.0;;;;;;;;;;;;;;;;;;218.0
Tull en 't Waal-G1205;11.0;;107.0;9.0;14.0;57.0;2.0;;4.0;1.0;;2.0;1.0;;1.0;;;;;;1.0;;;;;;;;;;;;;;;;;;15.0
Twisk-G0449;2.0;3.0;2.0;141.0;7.0;5.0;140.0;108.0;1.0;3.0;;;7.0;;;;1.0;;;;;;;;;;;;;;;;1.0;;;;;;
Ubach over Worms-G0978;;;1039.0;225.0;7.0;12.0;;;3.0;18.0;6.0;1.0;2.0;3.0;28.0;12.0;;1.0;3.0;;;5.0;6.0;13.0;;;;;;;;;;;;;;;188.0
Ubbergen-G0282;;;1949.0;45.0;11.0;43.0;57.0;29.0;1.0;15.0;;10.0;5.0;3.0;9.0;;4.0;;1.0;;1.0;1.0;;;;;;;;;9.0;;;;;;;;189.0
Uden-G0856;;;2968.0;12.0;3.0;5.0;2.0;11.0;1.0;12.0;;2.0;;3.0;5.0;11.0;;;;2.0;5.0;;2.0;;;;;;;;;;;;;;;;
Udenhout-G0857;;;1647.0;10.0;1.0;3.0;;1.0;;11.0;1.0;3.0;2.0;;8.0;1.0;;;1.0;;;;1.0;;;;2.0;;;;;;;;;;;;90.0
Uitgeest-G0450;;;849.0;475.0;29.0;30.0;24.0;244.0;2.0;;55.0;4.0;20.0;13.0;15.0;;;;;;;;;;;;;;;;;;;;;;;;156.0
Uithoorn-G0451;19.0;24.0;770.0;154.0;149.0;275.0;74.0;5.0;11.0;7.0;;6.0;;1.0;19.0;1.0;2.0;;;;1.0;2.0;;;7.0;;;;2.0;;;;1.0;;;;;;72.0
Uithuizen-G0043;10.0;12.0;297.0;625.0;532.0;307.0;138.0;193.0;;9.0;4.0;1.0;16.0;3.0;14.0;4.0;3.0;2.0;;;3.0;4.0;;;;;;;;;;;;;;;;;130.0
Uithuizermeeden-G0044;25.0;;15.0;344.0;825.0;748.0;96.0;163.0;9.0;17.0;5.0;7.0;21.0;2.0;;5.0;2.0;1.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;120.0
Ulestraten-G0979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ulrum-G0045;23.0;;2.0;412.0;947.0;220.0;138.0;71.0;3.0;6.0;8.0;;7.0;4.0;3.0;7.0;12.0;2.0;5.0;;3.0;;;;;;;;;;;;;;;;;;195.0
Urk-G0184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Urmond-G0980;29.0;7.0;695.0;8.0;3.0;19.0;;4.0;;8.0;1.0;;2.0;;;3.0;;;1.0;;1.0;;1.0;;;;;;;;;;;;;;;;37.0
Ursem-G0452;;;414.0;53.0;6.0;5.0;21.0;67.0;2.0;2.0;2.0;1.0;;2.0;2.0;;2.0;;2.0;;;;;;;;;;;;;;;;;;;;
Usquert-G0046;1.0;5.0;18.0;621.0;39.0;37.0;131.0;39.0;;6.0;6.0;;7.0;6.0;;8.0;5.0;4.0;5.0;;2.0;;;;;;;;;;;;;;;;;;51.0
Utingeradeel-G0095;86.0;;22.0;1017.0;217.0;384.0;110.0;469.0;16.0;7.0;10.0;15.0;125.0;21.0;;15.0;;20.0;17.0;;9.0;;;;;;;;;;;;;;;;;;267.0
Utrecht-G0344;4052.0;;17989.0;20460.0;8092.0;6737.0;5867.0;4215.0;1323.0;878.0;547.0;872.0;92.0;201.0;909.0;119.0;271.0;328.0;44.0;399.0;140.0;59.0;;36.0;;69.0;;;;;;;;;;;;;6046.0
Vaals-G0981;;;2285.0;329.0;14.0;19.0;1.0;15.0;5.0;14.0;40.0;2.0;3.0;5.0;13.0;13.0;;2.0;;;;1.0;19.0;3.0;;;;;;;;;;;;;;;412.0
Valburg-G0283;;;981.0;183.0;305.0;667.0;146.0;23.0;142.0;21.0;1.0;100.0;30.0;4.0;3.0;7.0;10.0;10.0;100.0;2.0;6.0;;;;;;;;;;4.0;;;;;;;;338.0
Valkenburg (Li)-G1252;18.0;23.0;789.0;92.0;12.0;16.0;47.0;50.0;5.0;17.0;7.0;1.0;1.0;4.0;24.0;6.0;;4.0;2.0;;;;6.0;2.0;;;;;;;;;;;;;;;
Valkenburg (ZH)-G0619;12.0;;21.0;21.0;66.0;179.0;4.0;6.0;16.0;4.0;;64.0;;;;3.0;;;2.0;;;;;;;;;;1.0;;;;;;;;;;25.0
Valkenswaard-G0858;;;2113.0;299.0;16.0;28.0;10.0;8.0;2.0;23.0;;;4.0;;15.0;7.0;3.0;;5.0;;1.0;1.0;;;;;2.0;;;;;;;;;;;;174.0
Varik-G0284;11.0;14.0;119.0;59.0;8.0;147.0;82.0;6.0;13.0;2.0;1.0;;21.0;1.0;2.0;1.0;5.0;1.0;14.0;;2.0;1.0;;;;;;;;;5.0;;;;;;;;121.0
Veen-G0859;;;2.0;34.0;43.0;6.0;9.0;4.0;49.0;;;177.0;3.0;1.0;2.0;;;;1.0;;1.0;10.0;1.0;;;;1.0;;;;;;;;;;;;101.0
Veendam-G0047;164.0;;366.0;3026.0;602.0;480.0;379.0;646.0;15.0;20.0;10.0;4.0;298.0;14.0;17.0;32.0;23.0;38.0;6.0;;17.0;15.0;;;;;;;;;;;;;;;;;702.0
Veenendaal-G0345;161.0;;60.0;376.0;1862.0;207.0;33.0;83.0;385.0;30.0;10.0;3.0;6.0;3.0;;1.0;3.0;5.0;1.0;3.0;8.0;2.0;;1.0;;229.0;;;;;;;;;;;;;184.0
Veere-G0717;;;;38.0;178.0;86.0;42.0;61.0;29.0;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;
Veghel-G0860;;;3096.0;29.0;7.0;17.0;14.0;19.0;2.0;30.0;;;4.0;3.0;20.0;13.0;4.0;;3.0;1.0;2.0;;3.0;;;;3.0;;;;;;;;;;;;244.0
Veldhoven-G0861;;;2557.0;32.0;9.0;38.0;5.0;5.0;;16.0;1.0;;1.0;4.0;5.0;4.0;;;1.0;1.0;;;2.0;;;;1.0;;;;;;;;;;;;55.0
Veldhuizen-G1207;2.0;;138.0;8.0;29.0;80.0;3.0;;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.0
Velp-G1208;;;345.0;1.0;;;;;;;;;;;;1.0;;;1.0;;;;;;;;;;;;;;;;;;;;29.0
Velsen-G0453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venhuizen-G0454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venlo-G0983;327.0;;7718.0;1112.0;95.0;67.0;104.0;67.0;12.0;68.0;21.0;4.0;7.0;14.0;87.0;38.0;;5.0;6.0;;3.0;15.0;26.0;9.0;;;;;;;;;;;;;;;590.0
Venray-G0984;;;3995.0;25.0;3.0;7.0;1.0;3.0;;27.0;2.0;2.0;1.0;5.0;10.0;5.0;;;;;;;31.0;;;;;;;;;;;;;;;;281.0
Vessem, Wintelre en Knegsel-G0862;;;622.0;;;;;;;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0
Veur-G1209;11.0;18.0;913.0;99.0;65.0;108.0;51.0;23.0;8.0;7.0;4.0;41.0;5.0;;2.0;3.0;4.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;91.0
Vianen-G0620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vierlingsbeek-G0863;;;771.0;6.0;;12.0;3.0;1.0;;4.0;;2.0;1.0;;11.0;2.0;;;;;;;1.0;;;;;;;;;;;;;;;;28.0
Vierpolders-G0621;4.0;5.0;2.0;133.0;17.0;24.0;56.0;20.0;;;3.0;;125.0;14.0;1.0;;;;;3.0;2.0;2.0;;;;;;;;;;;;;;;;;39.0
Vinkeveen en Waverveen-G0346;60.0;;1036.0;27.0;254.0;165.0;49.0;11.0;124.0;10.0;2.0;117.0;5.0;;9.0;;4.0;;1.0;;4.0;;;;;1.0;;;;;;;;;;;;;115.0
Vlaardingen-G0622;;;1113.0;2989.0;2176.0;3126.0;887.0;291.0;667.0;38.0;11.0;92.0;18.0;14.0;22.0;46.0;40.0;;31.0;6.0;9.0;7.0;;;;;;;;;;;;;;;;;1517.0
Vlaardinger-Ambacht-G1210;8.0;14.0;199.0;181.0;114.0;306.0;34.0;21.0;56.0;1.0;1.0;6.0;8.0;1.0;1.0;1.0;1.0;;2.0;;3.0;1.0;;;;;;;;;;;;;;;;;23.0
Vlagtwedde-G0048;237.0;;618.0;1830.0;608.0;601.0;125.0;733.0;8.0;9.0;28.0;42.0;332.0;26.0;22.0;30.0;8.0;72.0;2.0;;10.0;23.0;;;;;;;;;;;;;;;;;845.0
Vledder-G0132;;;70.0;470.0;123.0;42.0;42.0;186.0;3.0;5.0;9.0;28.0;26.0;9.0;5.0;17.0;9.0;5.0;2.0;;9.0;9.0;;;;;;;;;;;;;;;;;189.0
Vleuten-G1211;33.0;;610.0;43.0;103.0;296.0;40.0;18.0;11.0;8.0;3.0;10.0;10.0;2.0;1.0;;1.0;1.0;;;3.0;;;;;;;;;;;;;;;;;;112.0
Vlieland-G0096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vlijmen-G0864;19.0;6.0;1645.0;19.0;7.0;13.0;4.0;13.0;;14.0;;1.0;4.0;1.0;5.0;2.0;;;1.0;;;2.0;1.0;;;;;;;;;;;;;;;;327.0
Vlissingen-G0718;638.0;;1027.0;3043.0;1437.0;1600.0;606.0;1096.0;152.0;61.0;95.0;19.0;20.0;35.0;22.0;153.0;197.0;34.0;13.0;;17.0;;;;;;;;;;;;;;;;;;1035.0
Vlist-G0623;;;41.0;6.0;67.0;9.0;35.0;5.0;16.0;3.0;2.0;1.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;23.0
Vlodrop-G0985;;;495.0;8.0;;3.0;;3.0;;4.0;;;;;;;;;;;;;5.0;;;;;;;;;;;;;;;;24.0
Voerendaal-G0986;;;1343.0;66.0;2.0;7.0;1.0;2.0;2.0;13.0;11.0;;2.0;2.0;4.0;9.0;;;;;;;13.0;3.0;;;;;;;;;;;;;;;136.0
Voorburg-G0624;;;2501.0;1222.0;672.0;963.0;1049.0;687.0;42.0;105.0;54.0;194.0;14.0;17.0;37.0;;208.0;25.0;;;;;;;;;;;;;;;;;;;;;941.0
Voorhout-G0625;7.0;3.0;902.0;16.0;40.0;102.0;4.0;3.0;1.0;1.0;;1.0;1.0;;2.0;3.0;;1.0;;;;;;;;;;;1.0;;;;;;;;;;50.0
Voorschoten-G0626;69.0;;743.0;215.0;363.0;428.0;153.0;71.0;46.0;11.0;2.0;27.0;12.0;4.0;3.0;7.0;12.0;9.0;5.0;;;4.0;;;;;;;;;;;;;;;;;151.0
Voorst-G0285;143.0;;1444.0;1294.0;287.0;986.0;554.0;1331.0;83.0;56.0;7.0;22.0;136.0;34.0;;23.0;28.0;8.0;8.0;1.0;;4.0;;;7.0;4.0;;;;;;;;;;;;;496.0
Vorden-G0286;67.0;;244.0;248.0;462.0;452.0;401.0;95.0;17.0;8.0;7.0;3.0;18.0;7.0;;8.0;8.0;7.0;6.0;1.0;3.0;3.0;;;2.0;2.0;;;;;;;;;;;;;102.0
Vreeland-G1213;14.0;;43.0;67.0;80.0;96.0;24.0;6.0;43.0;13.0;2.0;;9.0;1.0;2.0;;;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;;25.0
Vreeswijk-G0348;71.0;;440.0;153.0;172.0;295.0;17.0;22.0;37.0;7.0;1.0;5.0;1.0;1.0;2.0;1.0;;3.0;2.0;;2.0;1.0;;;;;;;;;;;;;;;;;255.0
Vries-G0133;37.0;46.0;5.0;789.0;187.0;73.0;45.0;414.0;4.0;6.0;23.0;12.0;731.0;7.0;6.0;9.0;15.0;11.0;19.0;;14.0;16.0;;;;;;;;;;;;;;;;;191.0
Vriezenveen-G0186;74.0;75.0;270.0;488.0;325.0;1542.0;57.0;41.0;367.0;10.0;9.0;43.0;26.0;54.0;1.0;19.0;5.0;44.0;5.0;;9.0;7.0;;;;;;;;;;;;;;;;;255.0
Vrouwenpolder-G1214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vught-G0865;;;3055.0;152.0;25.0;45.0;45.0;85.0;1.0;34.0;;1.0;1.0;3.0;65.0;12.0;8.0;;6.0;1.0;;4.0;;;;;10.0;;;;;;;;;;;;369.0
Vuren-G0287;;;1.0;246.0;131.0;222.0;16.0;21.0;18.0;;4.0;10.0;92.0;2.0;;1.0;2.0;2.0;1.0;3.0;1.0;2.0;;;;;;;;;2.0;;;;;;;;122.0
Waalre-G0866;;;1277.0;24.0;7.0;5.0;7.0;11.0;;12.0;6.0;1.0;;;6.0;2.0;;;2.0;1.0;;;2.0;;;;;;;;;;;;;;;;53.0
Waalwijk-G0867;;;3466.0;268.0;69.0;330.0;17.0;62.0;16.0;17.0;;7.0;9.0;3.0;29.0;15.0;4.0;;116.0;1.0;7.0;4.0;1.0;;;;4.0;;;;;;;;;;;;334.0
Waarde-G0721;;;;19.0;25.0;137.0;20.0;57.0;125.0;;;1.0;1.0;;1.0;1.0;;4.0;;;1.0;;;;;;;;;;;;;;;;;;102.0
Waardenburg-G0288;;;7.0;63.0;15.0;244.0;46.0;5.0;176.0;4.0;3.0;2.0;22.0;2.0;1.0;;2.0;3.0;1.0;;;;;;;;;;;;24.0;;;;;;;;136.0
Waarder-G1217;27.0;;8.0;8.0;172.0;115.0;;;53.0;;;;20.0;;;;;;;;;;;;;;;;;;;;;;;;;;49.0
Waddinxveen-G0627;;;451.0;557.0;512.0;564.0;119.0;128.0;400.0;18.0;6.0;16.0;96.0;6.0;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;314.0
Wadenoijen-G1218;;;101.0;219.0;35.0;84.0;253.0;23.0;45.0;4.0;;5.0;37.0;1.0;1.0;1.0;2.0;;37.0;1.0;1.0;;;;;;;;;;2.0;;;;;;;;154.0
Wageningen-G0289;;;941.0;1479.0;555.0;1045.0;423.0;380.0;376.0;92.0;345.0;61.0;7.0;37.0;;13.0;26.0;19.0;14.0;6.0;2.0;6.0;;;6.0;8.0;;;;;;;;;;;;;
Wamel-G0290;;;2440.0;42.0;6.0;125.0;18.0;9.0;9.0;11.0;;;3.0;3.0;6.0;;;2.0;4.0;;;1.0;;;;;;;;;5.0;;;;;;;;264.0
Wanneperveen-G0187;;;4.0;86.0;148.0;286.0;23.0;95.0;40.0;2.0;1.0;3.0;11.0;2.0;1.0;2.0;4.0;3.0;;;2.0;1.0;;;;;;;;;;;;;;;;;67.0
Wanroij-G0868;4.0;;609.0;1.0;1.0;;;;;5.0;;;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;25.0
Wanssum-G0987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Warder-G0455;5.0;;;66.0;1.0;2.0;38.0;111.0;;1.0;;1.0;68.0;2.0;1.0;;1.0;1.0;6.0;2.0;;;;;;;;;;;;;;;;;;;11.0
Warffum-G0049;19.0;;1.0;505.0;299.0;51.0;142.0;97.0;1.0;1.0;1.0;3.0;8.0;1.0;;6.0;3.0;1.0;1.0;;1.0;1.0;;;;;;;;;;;;;;;;;86.0
Warmenhuizen-G0456;;;557.0;85.0;62.0;2.0;13.0;241.0;4.0;4.0;1.0;;8.0;2.0;8.0;1.0;2.0;2.0;3.0;2.0;1.0;;;;;;;;;;;;1.0;;;;;;64.0
Warmond-G0628;22.0;;737.0;51.0;42.0;176.0;40.0;29.0;13.0;22.0;;3.0;1.0;3.0;2.0;4.0;3.0;1.0;;;;2.0;;;;;;;;;;;;;;;;;53.0
Warnsveld-G0291;44.0;;196.0;381.0;316.0;475.0;289.0;41.0;9.0;2.0;20.0;;8.0;11.0;;3.0;6.0;4.0;5.0;2.0;1.0;1.0;;;2.0;2.0;;;;;;;;;;;;;93.0
Waspik-G0869;;;1054.0;16.0;21.0;130.0;18.0;8.0;35.0;5.0;;5.0;7.0;3.0;7.0;2.0;;;2.0;1.0;;;1.0;;;;;;;;;;;;;;;;421.0
Wassenaar-G0629;132.0;;1864.0;458.0;455.0;707.0;1065.0;375.0;46.0;54.0;13.0;101.0;15.0;4.0;3.0;5.0;20.0;7.0;4.0;;3.0;5.0;;;;;;;;;;;;;;;;;513.0
Wateringen-G0630;27.0;;1186.0;30.0;66.0;155.0;15.0;9.0;8.0;2.0;4.0;87.0;8.0;1.0;;1.0;12.0;;1.0;;;1.0;;;;;;;;;;;;;;;;;50.0
Waterlandkerkje-G0722;;;86.0;71.0;24.0;20.0;64.0;6.0;2.0;;;8.0;;;1.0;;;;;;;;;;;;;;;;;;;;;;;;
Wedde-G1220;64.0;;9.0;842.0;65.0;197.0;236.0;151.0;5.0;10.0;14.0;15.0;106.0;14.0;4.0;4.0;10.0;4.0;1.0;;2.0;5.0;;;;;;;;;;;;;;;;;135.0
Weerselo-G0188;;;2545.0;67.0;9.0;35.0;17.0;10.0;1.0;15.0;1.0;;37.0;5.0;2.0;3.0;;;;;;2.0;;;;;;;;;;;;;;;;;
Weert-G0988;;;4915.0;88.0;11.0;20.0;10.0;11.0;2.0;47.0;2.0;5.0;3.0;8.0;25.0;24.0;;3.0;2.0;;;;19.0;;;;;;;;;;;;;;;;431.0
Weesp-G0457;;;583.0;933.0;380.0;845.0;180.0;130.0;35.0;71.0;;227.0;;52.0;;;;;;;;;;;;;;;;;;;;;;;;;3844.0
Weesperkarspel-G1221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wehl-G0292;;;1070.0;10.0;;83.0;4.0;1.0;1.0;7.0;;;4.0;4.0;3.0;;;1.0;;1.0;1.0;;;;;;;;;;4.0;;;;;;;;121.0
Wemeldinge-G0723;;;11.0;54.0;287.0;342.0;111.0;73.0;76.0;14.0;1.0;4.0;5.0;1.0;2.0;3.0;5.0;2.0;;;9.0;;;;;;;;;;;;;;;;;;262.0
Werkendam-G0870;;;13.0;110.0;410.0;339.0;162.0;31.0;152.0;1.0;1.0;5.0;2.0;;1.0;4.0;6.0;;3.0;1.0;;;2.0;;;;;;;;;;;;;;;;437.0
