RegioNaam;@invalid;@blank;RKSP;SDAP;ARP;CHU;Nationaal-Socialistische Beweging (NSB);Liberale Staatspartij;Vrijzinnig-Democratische Bond (VDB);Communistische Partij van Nederland;Staatkundig Gereformeerde Partij;Christelijk-Democratische Unie;Katholiek Democratische Partij;Revolutionair Socialistische Arbeiderspartij;Hervormd Gereformeerde Staatspartij;Overige partij(en) zonder zetel(s);Overige partij(en) met zetel(s);Plattelandersbond;@abs
Woerden-G0632;38;101;1073.0;309.0;449.0;1008.0;270.0;115.0;117.0;17.0;240.0;11.0;7.0;5.0;26.0;1.0;;4.0;284.0
Wognum-G0466;16;5;664.0;61.0;16.0;8.0;22.0;68.0;102.0;4.0;2.0;5.0;11.0;6.0;;;;;48.0
Wolphaartsdijk-G0728;10;15;21.0;32.0;230.0;547.0;130.0;98.0;17.0;;174.0;;;;;;;;133.0
Wonseradeel-G0099;94;157;500.0;1085.0;1569.0;1682.0;177.0;389.0;385.0;63.0;69.0;85.0;;37.0;16.0;;;;516.0
Workum-G0100;16;14;419.0;134.0;339.0;678.0;22.0;62.0;116.0;24.0;1.0;33.0;;2.0;39.0;;;;128.0
Wormer-G0467;22;46;585.0;492.0;214.0;44.0;33.0;56.0;376.0;214.0;4.0;96.0;45.0;36.0;;;;;105.0
Wormerveer-G0468;80;199;584.0;1506.0;393.0;49.0;218.0;293.0;564.0;512.0;18.0;153.0;43.0;265.0;;10.0;;;272.0
Woubrugge-G0633;3;17;464.0;64.0;178.0;218.0;78.0;36.0;6.0;1.0;69.0;7.0;2.0;1.0;6.0;1.0;;1.0;35.0
Woudenberg-G0351;24;67;9.0;260.0;256.0;125.0;214.0;275.0;14.0;2.0;226.0;4.0;2.0;3.0;;;;50.0;202.0
Woudrichem-G0874;10;50;4.0;307.0;191.0;128.0;27.0;65.0;58.0;13.0;32.0;;8.0;;4.0;;;;170.0
Wouw-G0875;49;103;1781.0;123.0;4.0;9.0;89.0;6.0;2.0;;4.0;;79.0;;;3.0;;;171.0
Wymbritseradeel-G0101;31;74;678.0;280.0;1350.0;2575.0;61.0;98.0;192.0;11.0;16.0;152.0;;2.0;12.0;;;;372.0
Yerseke-G0729;35;77;73.0;324.0;335.0;476.0;197.0;42.0;122.0;;385.0;;;;;;;;293.0
Zaamslag-G0731;29;43;20.0;106.0;669.0;564.0;80.0;231.0;7.0;;89.0;;;;;;3.0;;114.0
Zaandam-G0471;274;621;2015.0;5647.0;2452.0;627.0;767.0;883.0;1518.0;1726.0;150.0;481.0;186.0;1175.0;;30.0;;;1102.0
Zaandijk-G0472;50;95;51.0;602.0;203.0;46.0;71.0;156.0;157.0;211.0;6.0;62.0;6.0;100.0;;6.0;;;114.0
Zalk en Veecaten-G1232;5;2;16.0;14.0;166.0;92.0;4.0;30.0;13.0;;67.0;6.0;;;;;;2.0;42.0
Zaltbommel-G0297;26;56;341.0;653.0;150.0;429.0;89.0;144.0;98.0;;31.0;37.0;2.0;;1.0;;;22.0;177.0
Zandvoort-G0473;127;136;520.0;1170.0;257.0;390.0;960.0;248.0;225.0;162.0;6.0;98.0;15.0;54.0;;7.0;;;324.0
Zeeland-G0877;4;3;1057.0;3.0;;1.0;4.0;;;3.0;;;1.0;;;;;;97.0
Zegveld-G0354;3;6;98.0;4.0;179.0;167.0;26.0;;1.0;1.0;24.0;1.0;;;;;;;46.0
Zegwaart-G1234;32;18;314.0;109.0;178.0;105.0;68.0;75.0;10.0;7.0;188.0;;8.0;1.0;158.0;1.0;;1.0;114.0
Zeist-G0355;216;494;1494.0;2684.0;2761.0;1571.0;1430.0;1338.0;446.0;34.0;636.0;193.0;26.0;52.0;;;;28.0;1079.0
Zelhem-G0298;29;91;296.0;117.0;968.0;303.0;470.0;61.0;385.0;9.0;109.0;74.0;5.0;1.0;3.0;;;13.0;188.0
Zevenaar-G0299;40;57;2422.0;147.0;30.0;67.0;104.0;22.0;57.0;;10.0;25.0;18.0;;33.0;;;5.0;166.0
Zevenbergen-G0878;49;49;2388.0;133.0;294.0;459.0;47.0;42.0;8.0;;1.0;;378.0;;6.0;24.0;;;279.0
Zevenhoven-G0635;6;5;237.0;31.0;54.0;71.0;20.0;14.0;4.0;;18.0;;14.0;;;2.0;;;21.0
Zevenhuizen-G0636;24;25;27.0;297.0;122.0;169.0;144.0;208.0;7.0;11.0;167.0;;;1.0;105.0;;;2.0;118.0
Zierikzee-G0732;67;88;392.0;684.0;656.0;407.0;285.0;479.0;280.0;;155.0;;;;;;;;379.0
Zijpe-G0476;26;63;651.0;803.0;32.0;35.0;127.0;127.0;728.0;29.0;4.0;12.0;20.0;41.0;;7.0;;;187.0
Zoelen-G0300;23;31;2.0;301.0;30.0;85.0;82.0;467.0;27.0;4.0;15.0;110.0;5.0;11.0;1.0;;;14.0;126.0
Zoetermeer-G0637;8;8;313.0;20.0;68.0;43.0;33.0;30.0;1.0;2.0;92.0;1.0;8.0;2.0;105.0;1.0;;2.0;60.0
Zoeterwoude-G0638;11;23;1265.0;44.0;121.0;218.0;110.0;22.0;23.0;7.0;25.0;;4.0;2.0;13.0;;;;86.0
Zonnemaire-G1236;7;12;4.0;147.0;117.0;78.0;36.0;64.0;14.0;;14.0;;;;;;;;30.0
Zoutelande-G1237;4;2;;4.0;105.0;148.0;22.0;10.0;9.0;;78.0;;;;;;;;69.0
Zuid- en Noord-Schermer-G0474;12;16;34.0;153.0;15.0;10.0;75.0;26.0;120.0;5.0;17.0;5.0;;10.0;;;;;30.0
Zuid-Beijerland-G0639;16;16;3.0;153.0;258.0;282.0;87.0;138.0;3.0;12.0;257.0;1.0;;5.0;5.0;;;;94.0
Zuidbroek-G1240;32;86;8.0;448.0;182.0;9.0;181.0;39.0;196.0;76.0;;24.0;;13.0;4.0;;45.0;;168.0
Zuiddorpe-G0734;19;9;292.0;25.0;1.0;1.0;6.0;2.0;1.0;;7.0;;;;;;87.0;;17.0
Zuidhorn-G0056;35;37;20.0;404.0;638.0;136.0;96.0;184.0;204.0;10.0;;32.0;;;4.0;;25.0;;117.0
Zuidland-G0640;6;18;1.0;58.0;516.0;88.0;96.0;125.0;1.0;1.0;35.0;1.0;;4.0;;;;;50.0
Zuidlaren-G0136;25;33;7.0;428.0;438.0;38.0;209.0;178.0;479.0;33.0;;9.0;;5.0;;;17.0;2.0;182.0
Zuid-Scharwoude-G1238;8;10;346.0;187.0;31.0;12.0;33.0;67.0;105.0;20.0;3.0;4.0;21.0;24.0;;;;;68.0
Zuidwolde-G0137;59;62;20.0;325.0;610.0;510.0;191.0;107.0;441.0;7.0;14.0;26.0;;6.0;;;133.0;10.0;197.0
Zuidzande-G0735;7;15;8.0;133.0;67.0;12.0;57.0;186.0;28.0;;6.0;;;;;;;;48.0
Zuilen-G1242;115;373;1378.0;2612.0;762.0;550.0;562.0;123.0;113.0;150.0;105.0;91.0;287.0;55.0;;;;16.0;285.0
Zuilichem-G1243;6;18;4.0;84.0;131.0;107.0;14.0;3.0;1.0;;81.0;2.0;3.0;;1.0;;;17.0;59.0
Zundert-G0879;132;149;2176.0;70.0;47.0;38.0;260.0;18.0;7.0;5.0;9.0;;62.0;;;5.0;;;185.0
Zutphen-G0301;121;452;980.0;3368.0;627.0;988.0;898.0;1239.0;393.0;404.0;51.0;130.0;126.0;481.0;;;;12.0;823.0
Zwaag-G0475;5;7;534.0;43.0;5.0;1.0;43.0;104.0;79.0;1.0;2.0;1.0;10.0;4.0;;;;;108.0
Zwammerdam-G1244;5;13;285.0;67.0;184.0;252.0;95.0;70.0;11.0;7.0;110.0;12.0;1.0;1.0;10.0;3.0;;3.0;98.0
Zwartewaal-G0641;7;5;;78.0;65.0;24.0;20.0;71.0;17.0;7.0;3.0;;2.0;2.0;;;;;19.0
Zwartsluis-G0192;11;32;9.0;66.0;726.0;209.0;33.0;196.0;8.0;16.0;43.0;63.0;4.0;2.0;;;;;363.0
Zweeloo-G0138;19;12;;142.0;218.0;24.0;51.0;76.0;25.0;;1.0;5.0;;4.0;;;389.0;;63.0
Zwijndrecht-G0642;106;227;168.0;957.0;1366.0;1127.0;267.0;181.0;35.0;49.0;607.0;10.0;29.0;128.0;21.0;;;;453.0
Zwolle-G0193;276;988;3155.0;6146.0;2359.0;2389.0;1082.0;1010.0;1170.0;446.0;316.0;785.0;594.0;199.0;;;;36.0;1783.0
Zwollerkerspel-G1245;36;122;537.0;508.0;823.0;1198.0;164.0;210.0;93.0;16.0;222.0;94.0;10.0;26.0;;;;22.0;265.0
